SPCD,DO_BH,HT_TOT,TT_DW_CRM,COMMON_NAME
12,6.0,33.4,92.86,balsam fir 
12,9.2,47.8,321.11,balsam fir 
12,8.3,52.6,256.71,balsam fir 
12,11.7,55.0,558.9,balsam fir 
12,3.4,21.7,23.55,balsam fir 
12,3.8,19.8,30.95,balsam fir 
12,4.9,29.8,57.87,balsam fir 
12,15.1,65.7,1077.29,balsam fir 
12,9.3,54.0,348.59,balsam fir 
12,11.8,53.9,560.6,balsam fir 
12,9.8,54.3,376.67,balsam fir 
12,13.8,57.4,763.53,balsam fir 
12,14.7,70.0,999.58,balsam fir 
12,14.3,61.8,915.02,balsam fir 
12,11.9,59.3,614.82,balsam fir 
12,16.9,62.4,1281.84,balsam fir 
12,11.0,59.3,496.07,balsam fir 
12,3.7,31.3,28.99,balsam fir 
12,4.9,34.2,57.87,balsam fir 
12,5.7,45.3,106.09,balsam fir 
12,6.4,51.4,156.54,balsam fir 
12,4.4,23.3,44.39,balsam fir 
12,3.9,36.5,32.99,balsam fir 
12,4.8,38.2,55.01,balsam fir 
12,5.0,30.3,45.74,balsam fir 
12,7.0,32.3,126.94,balsam fir 
12,6.6,30.2,103.36,balsam fir 
12,5.7,27.8,63.06,balsam fir 
12,5.9,31.9,86.02,balsam fir 
12,5.3,27.7,60.81,balsam fir 
12,6.4,37.0,117.51,balsam fir 
12,8.1,54.8,246.85,balsam fir 
12,8.6,71.5,326.45,balsam fir 
12,8.3,74.4,297.77,balsam fir 
12,5.2,54.4,84.04,balsam fir 
12,7.5,47.9,187.52,balsam fir 
12,5.2,49.8,81.01,balsam fir 
12,7.7,53.3,210.71,balsam fir 
12,8.7,57.8,309.29,balsam fir 
12,7.9,57.1,248.97,balsam fir 
12,7.0,61.5,194.94,balsam fir 
12,10.6,29.7,312.72,balsam fir 
12,10.8,43.3,427.72,balsam fir 
12,10.3,34.7,350.54,balsam fir 
12,11.2,34.3,393.79,balsam fir 
12,11.1,33.3,378.11,balsam fir 
12,9.6,46.6,348.4,balsam fir 
12,9.7,43.4,319.64,balsam fir 
12,9.1,47.5,294.95,balsam fir 
12,10.8,51.6,445.57,balsam fir 
12,10.1,50.8,409.65,balsam fir 
12,11.9,58.9,617.48,balsam fir 
12,12.7,73.9,780.64,balsam fir 
12,9.3,67.2,383.67,balsam fir 
12,12.8,70.2,767.65,balsam fir 
12,9.9,66.2,401.74,balsam fir 
12,9.7,60.0,407.03,balsam fir 
12,9.2,57.8,341.19,balsam fir 
12,10.2,53.3,412.29,balsam fir 
12,16.9,39.7,1055.65,balsam fir 
12,14.0,63.4,872.54,balsam fir 
12,14.4,73.4,1013.78,balsam fir 
12,14.8,73.2,1035.74,balsam fir 
12,16.1,73.7,1283.58,balsam fir 
12,12.8,67.9,799.63,balsam fir 
12,15.2,81.9,1213.37,balsam fir 
12,13.1,63.1,786.96,balsam fir 
12,17.0,61.5,1298.43,balsam fir 
12,4.2,33.2,39.59,balsam fir 
12,4.0,36.5,35.11,balsam fir 
12,9.1,52.8,291.92,balsam fir 
12,15.9,93.0,1458.65,balsam fir 
12,20.0,82.1,2154.56,balsam fir 
12,17.7,59.0,1375.09,balsam fir 
12,3.6,23.6,27.1,balsam fir 
12,3.6,20.9,27.1,balsam fir 
12,4.2,33.0,39.59,balsam fir 
12,7.6,39.5,161.05,balsam fir 
12,5.6,38.3,75.17,balsam fir 
12,5.5,23.0,49.9,balsam fir 
12,6.1,39.6,112.84,balsam fir 
12,5.8,33.6,91.18,balsam fir 
12,5.7,41.7,88.64,balsam fir 
12,5.6,42.7,85.57,balsam fir 
12,6.3,47.3,131.48,balsam fir 
12,8.0,74.8,258.95,balsam fir 
12,8.9,68.7,351.98,balsam fir 
12,7.5,63.2,232.53,balsam fir 
12,10.2,44.2,380.51,balsam fir 
12,8.8,46.4,259.95,balsam fir 
12,10.4,55.1,448.01,balsam fir 
12,8.8,44.5,292.69,balsam fir 
12,11.1,47.7,485.92,balsam fir 
12,10.1,52.1,394.43,balsam fir 
12,9.3,47.9,330.48,balsam fir 
12,9.4,62.2,365.56,balsam fir 
12,9.6,60.5,384.4,balsam fir 
12,11.2,50.3,488.63,balsam fir 
12,8.4,63.0,298.42,balsam fir 
12,13.8,61.4,874.98,balsam fir 
12,13.6,77.2,906.41,balsam fir 
12,13.4,62.7,789.42,balsam fir 
12,14.8,64.7,944.69,balsam fir 
12,14.6,59.1,884.03,balsam fir 
12,11.7,50.2,533.09,balsam fir 
12,12.7,58.4,701.62,balsam fir 
12,13.6,80.5,974.44,balsam fir 
12,12.8,61.4,686.73,balsam fir 
12,15.0,73.3,1086.45,balsam fir 
12,16.4,52.7,1128.18,balsam fir 
12,15.4,66.5,1093.15,balsam fir 
12,10.8,69.9,552.93,balsam fir 
12,10.6,37.8,344.95,balsam fir 
12,10.5,36.3,343.98,balsam fir 
12,11.6,36.5,468.19,balsam fir 
12,9.2,58.4,351.56,balsam fir 
129,6.5,51.4,153.79,eastern white pine
129,10.1,55.8,387.1,eastern white pine
129,3.4,29.7,25.04,eastern white pine
129,5.4,47.1,98.73,eastern white pine
129,12.2,59.3,584.05,eastern white pine
129,10.3,52.7,382.02,eastern white pine
129,9.3,51.7,310.89,eastern white pine
129,9.2,34.0,215.17,eastern white pine
129,17.3,75.7,1436.45,eastern white pine
129,8.0,37.5,172.8,eastern white pine
129,5.9,43.5,108.92,eastern white pine
129,2.5,15.8,11.92,eastern white pine
129,10.0,53.0,363.31,eastern white pine
129,8.3,47.4,230.3,eastern white pine
129,13.7,80.8,966.71,eastern white pine
129,8.3,56.5,271.17,eastern white pine
129,13.7,73.0,880.87,eastern white pine
129,7.1,64.0,122.83,eastern white pine
129,7.0,55.9,118.4,eastern white pine
129,7.1,45.0,155.16,eastern white pine
129,7.7,39.6,148.98,eastern white pine
129,6.9,49.2,139.35,eastern white pine
129,5.7,42.7,90.0,eastern white pine
129,6.3,32.3,80.64,eastern white pine
129,5.9,46.0,92.97,eastern white pine
129,6.2,50.4,113.96,eastern white pine
129,6.2,37.8,99.36,eastern white pine
129,6.3,35.0,93.33,eastern white pine
129,7.2,36.4,123.25,eastern white pine
129,7.5,41.9,145.91,eastern white pine
129,6.8,44.0,127.68,eastern white pine
129,7.5,41.6,167.92,eastern white pine
129,6.1,35.7,88.89,eastern white pine
129,6.3,23.9,66.71,eastern white pine
129,6.1,43.7,106.29,eastern white pine
129,8.7,61.2,302.35,eastern white pine
129,7.9,74.9,218.79,eastern white pine
129,5.8,30.3,69.04,eastern white pine
129,5.8,36.7,78.02,eastern white pine
129,6.5,56.2,126.8,eastern white pine
129,6.8,52.6,157.07,eastern white pine
129,7.6,52.4,201.14,eastern white pine
129,8.7,60.1,275.33,eastern white pine
129,8.5,51.1,234.48,eastern white pine
129,7.7,58.4,222.34,eastern white pine
129,8.2,47.3,224.89,eastern white pine
129,7.8,57.8,218.81,eastern white pine
129,7.8,63.3,234.09,eastern white pine
129,8.4,40.9,197.94,eastern white pine
129,7.1,38.5,134.0,eastern white pine
129,6.9,34.2,100.64,eastern white pine
129,8.9,64.8,327.23,eastern white pine
129,8.4,65.8,297.81,eastern white pine
129,8.6,59.7,296.69,eastern white pine
129,6.9,51.5,190.87,eastern white pine
129,36.7,97.3,8101.9,eastern white pine
129,15.3,72.0,1183.33,eastern white pine
129,3.2,23.4,21.62,eastern white pine
129,3.9,27.5,34.9,eastern white pine
129,18.8,71.6,1830.57,eastern white pine
129,6.2,48.1,133.44,eastern white pine
129,16.3,74.2,1416.38,eastern white pine
129,3.6,24.3,28.75,eastern white pine
129,24.3,77.4,3188.72,eastern white pine
129,15.0,84.6,1164.35,eastern white pine
129,16.2,58.0,1169.85,eastern white pine
129,8.4,53.2,286.55,eastern white pine
129,13.0,64.6,843.0,eastern white pine
129,11.9,52.8,591.29,eastern white pine
129,19.0,76.5,1896.35,eastern white pine
129,4.3,37.6,44.21,eastern white pine
129,4.1,23.2,39.39,eastern white pine
129,7.1,30.8,142.18,eastern white pine
129,8.6,47.1,263.62,eastern white pine
129,9.9,35.2,318.06,eastern white pine
129,10.3,59.6,454.0,eastern white pine
129,11.1,44.7,504.89,eastern white pine
129,10.1,71.3,510.82,eastern white pine
129,12.8,64.2,783.31,eastern white pine
129,12.0,79.0,766.61,eastern white pine
129,16.3,53.7,1164.5,eastern white pine
129,16.1,58.0,1165.01,eastern white pine
129,15.0,73.7,1118.26,eastern white pine
129,18.7,88.9,1869.88,eastern white pine
129,19.6,91.5,2182.53,eastern white pine
129,25.7,113.3,4031.12,eastern white pine
129,5.3,28.8,69.0,eastern white pine
129,8.6,58.4,313.6,eastern white pine
129,8.6,66.5,341.61,eastern white pine
129,12.1,89.8,784.04,eastern white pine
129,21.8,94.4,2752.27,eastern white pine
129,25.2,84.1,3530.98,eastern white pine
129,4.3,18.1,44.21,eastern white pine
129,4.1,33.6,39.39,eastern white pine
129,7.4,40.0,170.43,eastern white pine
129,5.8,36.9,98.29,eastern white pine
129,5.4,34.2,78.03,eastern white pine
129,8.4,63.9,316.47,eastern white pine
129,6.1,48.5,123.23,eastern white pine
129,6.9,64.6,213.39,eastern white pine
129,8.6,68.7,333.68,eastern white pine
129,9.2,36.6,282.36,eastern white pine
129,9.7,48.8,366.31,eastern white pine
129,9.5,39.5,303.6,eastern white pine
129,12.2,69.5,734.13,eastern white pine
129,10.5,75.9,565.14,eastern white pine
129,12.0,74.2,744.58,eastern white pine
129,12.2,57.1,658.12,eastern white pine
129,17.4,83.6,1714.05,eastern white pine
129,12.5,63.8,754.72,eastern white pine
129,16.1,68.3,1236.31,eastern white pine
129,14.2,72.6,1014.24,eastern white pine
129,14.8,88.2,1200.94,eastern white pine
129,12.3,84.8,804.84,eastern white pine
129,21.2,86.5,2445.81,eastern white pine
129,18.8,76.3,1819.98,eastern white pine
129,17.6,80.8,1648.0,eastern white pine
129,19.4,85.0,2098.31,eastern white pine
129,28.1,102.2,4752.91,eastern white pine
129,11.0,78.8,620.52,eastern white pine
129,9.5,81.3,459.05,eastern white pine
129,6.5,35.5,117.0,eastern white pine
129,4.3,25.9,44.21,eastern white pine
129,4.3,44.5,44.21,eastern white pine
129,13.1,79.0,918.9,eastern white pine
129,13.0,55.7,711.55,eastern white pine
129,13.4,57.1,795.38,eastern white pine
129,4.6,34.9,52.06,eastern white pine
129,14.0,59.1,857.26,eastern white pine
129,34.4,97.9,7130.75,eastern white pine
129,6.3,38.6,121.31,eastern white pine
129,10.9,65.1,556.59,eastern white pine
129,28.0,86.8,4294.67,eastern white pine
129,13.2,40.4,549.43,eastern white pine
129,4.2,26.4,41.76,eastern white pine
129,17.0,45.1,1117.75,eastern white pine
129,11.3,59.5,522.9,eastern white pine
129,7.0,36.5,156.38,eastern white pine
129,9.1,61.0,345.62,eastern white pine
129,11.7,66.8,652.11,eastern white pine
129,4.7,28.8,54.85,eastern white pine
129,20.2,76.5,2188.86,eastern white pine
129,5.5,33.0,76.69,eastern white pine
129,6.9,42.6,164.59,eastern white pine
129,8.6,65.8,339.22,eastern white pine
129,8.4,68.6,328.98,eastern white pine
129,10.9,71.1,585.33,eastern white pine
129,10.4,69.9,525.79,eastern white pine
129,18.4,68.2,1667.29,eastern white pine
129,19.0,91.3,2111.3,eastern white pine
129,14.3,52.0,817.02,eastern white pine
129,20.8,68.4,1990.95,eastern white pine
129,9.9,45.3,344.53,eastern white pine
129,14.0,46.5,745.63,eastern white pine
129,15.4,93.7,1353.0,eastern white pine
261,18.2,49.6,1416.22,eastern hemlock
261,22.6,67.6,2670.33,eastern hemlock
261,22.8,77.5,2834.69,eastern hemlock
261,33.5,91.1,6860.11,eastern hemlock
261,12.2,52.9,625.37,eastern hemlock
261,13.8,70.1,915.39,eastern hemlock
261,22.5,101.0,3117.1,eastern hemlock
261,24.5,81.2,3230.22,eastern hemlock
261,26.6,86.2,3971.12,eastern hemlock
261,14.6,68.1,1084.86,eastern hemlock
261,9.9,66.8,484.63,eastern hemlock
261,15.8,64.1,1214.47,eastern hemlock
261,10.8,50.0,455.87,eastern hemlock
261,17.7,66.5,1490.08,eastern hemlock
261,8.2,36.7,224.32,eastern hemlock
261,10.5,54.0,453.0,eastern hemlock
261,6.1,21.5,89.28,eastern hemlock
261,4.1,22.6,38.35,eastern hemlock
261,9.4,34.8,297.91,eastern hemlock
261,17.1,68.8,1464.39,eastern hemlock
261,10.0,50.6,416.17,eastern hemlock
261,16.8,68.8,1448.4,eastern hemlock
261,14.1,68.6,958.86,eastern hemlock
261,19.7,69.7,1973.53,eastern hemlock
261,18.5,75.5,1757.35,eastern hemlock
261,8.7,39.8,274.39,eastern hemlock
261,15.0,76.0,1162.58,eastern hemlock
261,16.4,41.9,1163.16,eastern hemlock
261,9.5,42.0,340.32,eastern hemlock
261,26.2,95.8,4305.96,eastern hemlock
261,16.3,60.0,1274.0,eastern hemlock
261,11.8,56.2,655.28,eastern hemlock
261,16.0,49.1,1068.13,eastern hemlock
261,10.1,42.9,383.05,eastern hemlock
261,5.5,29.7,67.66,eastern hemlock
261,18.5,81.9,1957.23,eastern hemlock
261,3.4,15.8,24.2,eastern hemlock
261,25.3,86.3,3676.75,eastern hemlock
261,25.6,98.6,4039.6,eastern hemlock
261,17.6,61.9,1476.18,eastern hemlock
261,7.2,43.8,202.48,eastern hemlock
261,8.5,42.2,304.84,eastern hemlock
261,10.7,45.2,459.69,eastern hemlock
261,11.5,41.6,513.67,eastern hemlock
261,10.1,47.6,425.45,eastern hemlock
261,11.2,60.0,600.6,eastern hemlock
261,14.8,63.0,1055.52,eastern hemlock
261,15.1,45.5,990.49,eastern hemlock
261,15.2,44.4,906.4,eastern hemlock
261,17.7,65.8,1600.83,eastern hemlock
261,13.5,56.3,802.97,eastern hemlock
261,16.6,60.1,1376.65,eastern hemlock
261,17.9,55.0,1433.64,eastern hemlock
261,19.4,84.5,2170.97,eastern hemlock
261,8.5,50.6,275.01,eastern hemlock
261,9.5,55.5,428.23,eastern hemlock
261,8.7,66.5,380.42,eastern hemlock
261,8.4,53.5,277.7,eastern hemlock
261,7.1,58.8,227.0,eastern hemlock
261,7.0,29.0,132.34,eastern hemlock
261,8.4,50.1,297.2,eastern hemlock
261,19.1,49.2,1638.13,eastern hemlock
261,9.2,23.1,203.45,eastern hemlock
261,18.8,69.5,1817.78,eastern hemlock
261,28.0,100.5,4869.89,eastern hemlock
261,25.7,93.7,4046.16,eastern hemlock
261,24.4,91.4,3578.52,eastern hemlock
261,16.3,58.6,1250.41,eastern hemlock
261,7.9,46.8,234.66,eastern hemlock
261,22.0,46.5,2054.5,eastern hemlock
261,11.4,54.2,546.77,eastern hemlock
261,12.9,57.7,757.11,eastern hemlock
261,11.7,45.1,485.72,eastern hemlock
316,4.9,55.5,95.16,red maple
316,6.1,62.1,184.08,red maple
316,7.4,47.7,247.58,red maple
316,5.0,45.8,98.57,red maple
316,5.0,44.0,95.04,red maple
316,5.6,31.1,94.55,red maple
316,5.9,28.1,93.85,red maple
316,9.9,55.5,472.92,red maple
316,5.3,61.9,171.97,red maple
316,9.5,77.5,600.8,red maple
316,11.3,89.0,1064.78,red maple
316,12.5,81.0,1287.75,red maple
316,6.4,48.8,249.73,red maple
316,13.1,80.0,1414.39,red maple
316,5.1,54.8,106.44,red maple
316,9.8,86.0,815.35,red maple
316,10.1,70.5,694.71,red maple
316,7.0,52.0,196.25,red maple
316,9.0,62.0,551.13,red maple
316,7.0,63.0,261.66,red maple
316,5.2,62.3,104.52,red maple
316,11.2,101.1,1102.35,red maple
316,9.5,72.0,632.77,red maple
316,8.5,71.5,491.34,red maple
316,12.2,64.0,790.62,red maple
316,7.9,57.5,324.19,red maple
316,7.0,68.0,308.09,red maple
316,7.1,50.0,232.86,red maple
316,12.6,85.5,1353.28,red maple
316,10.1,78.3,754.51,red maple
316,13.1,78.9,1305.15,red maple
316,7.9,78.0,438.21,red maple
316,6.7,62.1,276.16,red maple
316,8.2,69.3,406.8,red maple
316,16.0,73.3,1888.71,red maple
316,16.2,72.8,1885.51,red maple
316,17.5,71.9,2109.32,red maple
316,16.9,61.2,1810.01,red maple
316,16.5,52.1,1764.73,red maple
316,12.8,63.8,1065.97,red maple
316,14.6,57.9,1281.58,red maple
316,15.4,56.5,1453.75,red maple
316,6.8,54.1,263.0,red maple
316,17.0,85.8,2463.13,red maple
316,18.3,92.0,2910.39,red maple
316,22.1,104.9,4727.25,red maple
316,22.0,95.1,4324.69,red maple
316,6.3,63.0,237.54,red maple
316,5.3,53.8,117.09,red maple
316,12.2,79.8,972.82,red maple
316,8.0,45.1,261.02,red maple
316,9.4,57.4,444.32,red maple
316,5.1,31.1,79.85,red maple
316,10.6,62.7,604.72,red maple
316,6.4,53.5,206.89,red maple
316,10.1,65.0,709.91,red maple
316,16.5,99.5,2090.32,red maple
316,12.5,67.7,870.3,red maple
316,9.5,58.6,462.34,red maple
316,15.6,78.9,1507.14,red maple
316,9.0,66.3,472.84,red maple
316,11.6,68.1,766.02,red maple
316,12.8,74.9,998.92,red maple
316,8.7,58.4,392.25,red maple
316,3.8,32.0,52.23,red maple
316,25.2,84.0,5080.81,red maple
316,23.5,91.0,5113.55,red maple
316,17.0,80.3,2292.97,red maple
316,11.2,66.0,856.36,red maple
316,10.2,73.8,787.34,red maple
316,10.8,60.1,795.03,red maple
316,11.4,82.5,953.56,red maple
316,7.7,76.1,403.81,red maple
316,10.3,77.0,736.57,red maple
316,7.7,59.7,332.39,red maple
316,9.0,67.2,523.27,red maple
316,12.8,71.8,1161.03,red maple
316,9.0,61.3,431.66,red maple
316,9.0,60.2,488.42,red maple
316,5.3,50.5,88.97,red maple
316,15.5,92.5,2069.05,red maple
316,14.8,88.1,1791.84,red maple
316,11.0,88.1,1045.97,red maple
316,13.1,94.4,1478.06,red maple
316,6.8,56.5,296.38,red maple
316,12.1,84.6,1206.03,red maple
316,7.7,74.5,387.54,red maple
316,4.3,54.0,69.91,red maple
316,7.0,64.2,233.07,red maple
316,9.3,79.5,538.26,red maple
316,12.5,78.5,826.61,red maple
316,8.4,62.3,329.54,red maple
316,12.3,73.8,880.12,red maple
316,4.7,51.6,86.24,red maple
316,4.0,46.7,58.95,red maple
316,10.2,78.9,615.49,red maple
316,12.9,83.3,980.4,red maple
316,8.5,69.1,458.04,red maple
316,8.1,63.8,320.04,red maple
316,12.5,78.6,948.97,red maple
316,4.7,56.4,86.24,red maple
316,12.0,77.0,860.49,red maple
316,4.0,35.8,58.95,red maple
316,8.3,69.6,360.81,red maple
316,6.8,53.1,175.41,red maple
316,6.2,61.8,202.46,red maple
316,6.3,48.9,182.25,red maple
316,6.3,51.4,158.76,red maple
316,5.7,53.4,125.7,red maple
316,6.8,47.3,207.69,red maple
316,6.5,54.1,205.39,red maple
316,5.3,48.9,116.9,red maple
316,4.0,40.9,58.95,red maple
316,6.2,68.2,208.49,red maple
316,13.8,73.5,1080.0,red maple
316,14.5,71.9,1249.82,red maple
316,10.7,80.6,788.0,red maple
316,20.8,103.2,3278.01,red maple
316,9.9,85.2,603.71,red maple
316,9.6,94.9,635.32,red maple
316,9.2,81.4,483.86,red maple
316,12.3,66.6,703.92,red maple
316,8.3,65.5,398.39,red maple
316,8.2,64.8,332.31,red maple
316,6.0,57.7,181.43,red maple
316,5.5,52.2,147.51,red maple
316,10.3,80.5,682.4,red maple
316,18.6,103.7,2783.53,red maple
316,15.0,83.1,1470.88,red maple
316,12.0,82.2,1001.28,red maple
316,17.2,96.1,2299.51,red maple
316,20.5,100.9,3113.52,red maple
316,5.5,47.5,107.87,red maple
316,5.4,49.1,117.47,red maple
316,4.7,52.0,86.24,red maple
316,8.0,55.9,277.1,red maple
316,4.1,42.5,62.48,red maple
316,7.2,56.6,270.37,red maple
316,6.7,57.1,231.62,red maple
316,6.5,60.7,187.59,red maple
316,7.7,67.8,321.87,red maple
316,11.0,73.6,750.0,red maple
316,10.8,71.7,714.1,red maple
316,7.2,52.4,250.16,red maple
316,4.8,38.7,90.64,red maple
316,7.0,49.5,224.75,red maple
316,10.9,49.5,505.45,red maple
316,9.7,57.2,469.14,red maple
316,8.4,50.2,317.01,red maple
316,9.6,62.6,502.92,red maple
316,9.1,68.2,496.1,red maple
316,7.0,63.0,285.57,red maple
316,7.7,57.2,307.91,red maple
316,9.1,49.4,361.29,red maple
316,11.5,90.0,1079.11,red maple
316,21.4,98.5,4154.75,red maple
316,15.8,84.7,1651.52,red maple
316,9.0,73.4,522.75,red maple
316,8.9,56.3,394.4,red maple
316,9.3,73.2,553.51,red maple
316,4.2,38.5,66.14,red maple
316,3.1,31.1,32.32,red maple
316,3.0,36.0,29.92,red maple
316,4.9,42.3,95.16,red maple
316,9.1,66.5,483.91,red maple
316,11.0,60.2,622.3,red maple
316,15.8,68.0,1339.44,red maple
316,8.6,66.2,434.6,red maple
316,6.0,48.6,167.6,red maple
316,2.3,36.0,16.01,red maple
316,14.4,85.1,1397.73,red maple
316,2.9,42.5,27.62,red maple
316,2.0,24.9,11.53,red maple
316,6.9,66.1,291.95,red maple
316,9.5,61.6,485.59,red maple
316,12.7,85.0,1110.35,red maple
316,8.8,55.2,378.91,red maple
316,5.1,37.0,95.38,red maple
316,10.0,56.7,491.98,red maple
316,6.6,55.7,227.48,red maple
316,5.2,48.2,129.16,red maple
316,15.2,78.0,1420.83,red maple
316,7.7,63.4,340.92,red maple
316,11.3,63.8,688.32,red maple
316,1.5,23.7,5.89,red maple
316,6.7,47.1,197.75,red maple
316,9.6,55.7,448.43,red maple
316,2.8,32.1,25.43,red maple
316,12.0,71.2,848.23,red maple
316,4.0,35.0,58.95,red maple
316,5.7,20.0,62.47,red maple
316,5.7,49.6,156.23,red maple
316,33.7,92.5,7635.89,red maple
316,19.9,96.0,2872.74,red maple
316,6.1,53.3,196.68,red maple
316,9.5,69.0,547.09,red maple
316,10.1,77.1,635.71,red maple
316,9.9,65.0,529.07,red maple
316,12.0,60.0,716.75,red maple
316,8.6,65.3,418.42,red maple
316,7.0,41.6,244.24,red maple
316,6.1,72.6,156.41,red maple
316,3.0,27.6,29.92,red maple
316,5.5,42.4,116.64,red maple
316,6.3,51.1,184.72,red maple
316,8.2,53.3,407.55,red maple
316,14.9,60.9,1408.03,red maple
316,4.1,29.5,62.48,red maple
316,6.1,46.4,162.86,red maple
316,10.0,65.9,682.83,red maple
316,7.7,46.3,271.09,red maple
316,15.9,83.2,2128.89,red maple
316,15.6,56.3,1374.03,red maple
316,18.3,80.5,2662.56,red maple
316,18.0,99.8,2955.52,red maple
316,10.5,84.9,887.25,red maple
316,29.8,105.0,8235.44,red maple
316,14.0,94.7,1790.74,red maple
316,8.1,61.5,429.99,red maple
316,12.3,65.7,1080.95,red maple
316,13.6,59.8,1163.58,red maple
316,18.2,78.0,2642.93,red maple
316,18.5,90.3,2813.59,red maple
316,27.6,74.7,5368.12,red maple
316,10.7,28.4,375.13,red maple
316,17.2,56.6,1738.62,red maple
316,9.1,55.2,494.17,red maple
316,8.1,68.4,412.83,red maple
316,8.0,74.2,483.42,red maple
316,7.5,76.9,449.57,red maple
316,9.1,44.0,376.56,red maple
316,12.8,73.2,1164.08,red maple
316,13.0,60.8,1114.14,red maple
316,22.0,58.3,3133.36,red maple
316,21.4,97.1,3689.76,red maple
316,13.1,61.2,1028.82,red maple
316,25.1,80.9,5165.7,red maple
316,5.7,58.4,163.75,red maple
316,20.6,69.7,3163.38,red maple
316,12.9,67.1,1179.82,red maple
316,12.7,94.5,1366.81,red maple
316,24.8,91.7,5354.3,red maple
316,18.2,82.3,2416.65,red maple
316,15.1,68.1,1538.89,red maple
316,3.0,39.7,29.92,red maple
316,3.6,37.0,45.98,red maple
316,4.4,40.9,73.81,red maple
316,11.9,69.7,864.63,red maple
316,10.4,77.7,805.35,red maple
316,5.2,39.5,48.7,red maple
316,12.9,73.8,1181.36,red maple
316,4.6,35.2,81.98,red maple
316,5.1,49.2,97.36,red maple
316,20.6,70.6,3077.09,red maple
316,14.3,73.1,1352.79,red maple
316,17.3,50.6,1608.14,red maple
316,29.9,98.6,8244.26,red maple
316,16.3,79.2,2066.7,red maple
316,10.2,71.2,811.66,red maple
316,4.5,46.1,77.83,red maple
316,26.9,99.2,6596.21,red maple
316,16.7,89.6,2308.43,red maple
316,3.3,22.4,37.45,red maple
316,4.3,42.9,69.91,red maple
316,16.2,74.8,1934.04,red maple
316,6.1,46.7,162.33,red maple
316,7.0,60.5,305.17,red maple
316,8.9,57.2,496.32,red maple
316,6.6,53.1,250.57,red maple
316,17.0,82.5,2348.05,red maple
316,17.9,78.4,2533.58,red maple
316,11.2,73.6,977.82,red maple
316,3.2,40.5,34.83,red maple
316,22.5,87.8,4188.85,red maple
316,3.7,34.9,49.04,red maple
316,25.6,99.6,5846.42,red maple
316,14.9,63.4,1587.58,red maple
316,8.4,50.0,391.15,red maple
316,15.2,58.9,1528.25,red maple
316,13.1,72.3,1272.81,red maple
316,13.5,68.4,1224.67,red maple
316,14.8,65.7,1511.53,red maple
316,17.4,45.3,1420.2,red maple
316,20.7,79.0,3488.27,red maple
316,10.4,76.2,817.59,red maple
316,11.5,66.2,925.66,red maple
316,23.1,88.7,4540.25,red maple
316,14.2,66.4,1229.51,red maple
316,18.7,87.5,3028.1,red maple
316,14.3,85.3,1697.46,red maple
316,12.8,54.5,994.49,red maple
316,13.9,76.0,1337.91,red maple
316,18.2,75.3,2288.8,red maple
316,17.0,68.7,1919.27,red maple
316,4.5,52.0,77.83,red maple
316,5.2,46.0,82.13,red maple
316,5.9,58.0,156.48,red maple
316,6.1,54.0,165.07,red maple
316,7.6,50.0,283.87,red maple
316,7.8,60.5,345.14,red maple
316,7.8,66.0,366.24,red maple
316,8.4,51.0,365.69,red maple
316,9.3,58.5,507.22,red maple
316,10.0,71.7,684.38,red maple
316,10.2,65.5,672.13,red maple
316,10.6,61.0,696.0,red maple
316,11.9,66.0,940.98,red maple
316,12.2,90.0,1223.67,red maple
316,12.8,65.0,1085.99,red maple
316,14.2,94.0,1732.59,red maple
316,15.3,75.0,1736.18,red maple
318,21.7,101.4,5134.25,sugar maple
318,20.1,80.8,3786.51,sugar maple
318,21.8,70.5,3937.47,sugar maple
318,20.5,92.7,4102.5,sugar maple
318,18.4,84.4,3150.07,sugar maple
318,8.4,64.3,540.44,sugar maple
318,18.1,101.0,3748.29,sugar maple
318,13.1,77.8,1626.23,sugar maple
318,18.4,83.2,3276.46,sugar maple
318,6.8,52.2,334.17,sugar maple
318,12.4,78.5,1478.54,sugar maple
318,18.0,66.7,2524.45,sugar maple
318,14.4,73.0,1839.05,sugar maple
318,16.0,70.7,2361.78,sugar maple
318,10.1,65.9,900.38,sugar maple
318,10.0,71.6,809.42,sugar maple
318,5.9,57.4,227.27,sugar maple
318,5.5,51.9,147.38,sugar maple
318,4.0,39.1,70.39,sugar maple
318,16.1,90.4,2634.47,sugar maple
318,4.7,53.8,104.18,sugar maple
318,22.1,92.4,5129.23,sugar maple
318,7.9,70.1,458.76,sugar maple
318,17.8,73.7,2401.13,sugar maple
318,14.6,74.3,1916.88,sugar maple
318,15.8,80.7,2200.16,sugar maple
318,17.7,93.1,3070.08,sugar maple
318,8.0,64.2,439.82,sugar maple
318,7.4,56.4,241.26,sugar maple
318,5.4,58.6,147.73,sugar maple
318,9.0,74.4,638.5,sugar maple
318,9.4,75.1,664.6,sugar maple
318,6.9,60.4,313.26,sugar maple
318,13.3,77.8,1253.89,sugar maple
318,7.0,70.6,311.43,sugar maple
318,8.5,74.7,519.55,sugar maple
318,10.3,77.7,769.64,sugar maple
318,9.4,86.5,801.82,sugar maple
318,6.9,70.2,348.78,sugar maple
318,9.0,67.7,575.88,sugar maple
318,8.3,80.1,522.4,sugar maple
318,5.8,53.6,181.41,sugar maple
318,6.4,62.4,240.14,sugar maple
